City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
524,Kwinana,AU,2021-08-14 16:56:37,-32.25,115.7667,54.23,83,2,7.45,clear sky
525,Pionerskiy,RU,2021-08-14 16:56:38,54.9508,20.2275,66.04,68,70,11.3,broken clouds
526,Parabel,RU,2021-08-14 16:56:38,58.6978,81.4825,55.26,94,77,5.57,broken clouds
527,Freeport,US,2021-08-14 16:52:19,40.6576,-73.5832,93.15,58,1,5.01,clear sky
528,Rudnogorsk,RU,2021-08-14 16:56:39,57.2639,103.7519,64.27,77,100,3.42,light rain
529,Eyl,SO,2021-08-14 16:56:39,7.9803,49.8164,78.15,79,60,26.31,broken clouds
530,Puerto Vallarta,MX,2021-08-14 16:56:39,20.6204,-105.2307,84.9,82,34,1.99,scattered clouds
531,Ushtobe,KZ,2021-08-14 16:56:40,45.2514,77.9838,63.5,58,59,9.46,broken clouds
532,Mapiripan,CO,2021-08-14 16:56:40,2.8892,-72.1256,82.33,70,94,4.76,moderate rain
533,Lagoa,PT,2021-08-14 16:56:41,39.05,-27.9833,74.44,79,32,5.91,scattered clouds
534,Barranca,PE,2021-08-14 16:56:41,-10.75,-77.7667,66.29,70,27,10.13,scattered clouds
535,Havelock,US,2021-08-14 16:56:41,34.8791,-76.9013,92.05,72,82,4.0,broken clouds
536,Tucumcari,US,2021-08-14 16:56:42,35.1717,-103.725,78.94,56,35,2.55,scattered clouds
537,Sikasso,ML,2021-08-14 16:56:42,10.9167,-7.0,78.08,87,93,5.08,moderate rain
538,Kavaratti,IN,2021-08-14 16:56:42,10.5669,72.642,81.3,78,92,18.41,overcast clouds
539,Danshui,CN,2021-08-14 16:56:43,22.7984,114.4672,83.01,90,100,1.57,overcast clouds
540,Pag,HR,2021-08-14 16:56:43,44.445,15.0575,95.58,47,1,10.8,clear sky
541,Candido Mendes,BR,2021-08-14 16:56:43,-1.4467,-45.7167,84.07,68,29,7.0,scattered clouds
542,Luba,GQ,2021-08-14 16:56:44,3.4568,8.5547,78.8,81,52,7.31,broken clouds
543,Shimoda,JP,2021-08-14 16:56:44,34.6667,138.95,79.63,93,100,19.91,overcast clouds
544,Atambua,ID,2021-08-14 16:56:44,-9.1061,124.8925,69.44,86,8,6.06,clear sky
545,Vila Velha,BR,2021-08-14 16:53:28,-20.3297,-40.2925,80.55,61,20,12.66,few clouds
546,Adre,TD,2021-08-14 16:56:45,13.4667,22.2,78.75,65,76,2.24,broken clouds
547,Hutchinson,US,2021-08-14 16:52:45,38.0608,-97.9298,83.32,64,75,1.99,broken clouds
548,Moen,NO,2021-08-14 16:56:45,69.1304,18.6123,57.92,67,20,5.75,few clouds
549,Quesnel,CA,2021-08-14 16:56:46,52.9999,-122.5029,63.1,72,1,6.91,clear sky
550,Lucapa,AO,2021-08-14 16:56:46,-8.4192,20.7447,80.29,36,91,3.53,overcast clouds
551,Kapoeta,SS,2021-08-14 16:56:47,4.7717,33.5903,78.04,67,85,6.51,overcast clouds
552,Annau,TM,2021-08-14 16:55:05,37.8876,58.516,89.1,14,0,6.91,clear sky
553,Birobidzhan,RU,2021-08-14 16:56:47,48.8,132.95,58.73,84,2,3.78,clear sky
554,Temiscaming,CA,2021-08-14 16:56:47,46.7212,-79.0971,66.47,63,23,4.61,few clouds
555,Hamilton,US,2021-08-14 16:54:42,39.1834,-84.5333,82.78,64,100,1.99,overcast clouds
556,Pirojpur,BD,2021-08-14 16:56:48,22.5667,89.9833,81.48,89,100,7.36,overcast clouds
557,Raudeberg,NO,2021-08-14 16:56:48,61.9875,5.1352,59.67,87,100,1.01,overcast clouds
558,Mnogovershinnyy,RU,2021-08-14 16:56:49,53.9353,139.9242,58.69,75,21,4.63,few clouds
559,Laguna,US,2021-08-14 16:56:49,38.421,-121.4238,94.84,50,1,3.44,haze
560,Puerto Maldonado,PE,2021-08-14 16:56:49,-12.6,-69.1833,82.8,47,0,4.61,clear sky
561,Nyahururu,KE,2021-08-14 16:56:50,0.0421,36.3673,54.21,89,89,4.09,light rain
562,The Valley,AI,2021-08-14 16:56:50,18.217,-63.0578,87.66,74,20,19.57,few clouds
563,Uglegorsk,RU,2021-08-14 16:56:50,49.0833,142.0333,53.22,81,21,5.86,few clouds
564,Wanning,CN,2021-08-14 16:56:51,18.8003,110.3967,81.81,88,100,9.95,overcast clouds
565,Jackson,US,2021-08-14 16:56:51,42.4165,-122.8345,78.04,37,55,1.95,broken clouds
566,La Ronge,CA,2021-08-14 16:56:51,55.1001,-105.2842,70.05,64,75,1.14,broken clouds
567,Ostrovnoy,RU,2021-08-14 16:54:50,68.0531,39.5131,48.79,86,69,8.95,broken clouds
568,Angoram,PG,2021-08-14 16:56:52,-4.0625,144.0661,72.84,99,96,2.04,overcast clouds
569,Mukhen,RU,2021-08-14 16:56:52,48.1,136.1,59.61,81,10,1.99,clear sky
570,Namangan,UZ,2021-08-14 16:56:53,40.9983,71.6726,75.65,31,5,4.61,clear sky
571,Ruteng,ID,2021-08-14 16:56:53,-8.6136,120.4721,59.86,94,16,2.17,few clouds
572,Springfield,US,2021-08-14 16:55:47,37.2153,-93.2982,82.08,70,78,5.99,broken clouds
573,Nichinan,JP,2021-08-14 16:56:54,31.6,131.3667,79.05,91,100,13.56,moderate rain
574,Muros,ES,2021-08-14 16:56:54,42.7762,-9.0603,80.83,50,0,15.43,clear sky
575,Jhalida,IN,2021-08-14 16:56:54,23.3667,85.9667,79.34,65,100,2.21,overcast clouds
576,Okha,RU,2021-08-14 16:56:55,53.5739,142.9478,54.43,83,18,8.19,few clouds
577,Ous,RU,2021-08-14 16:56:55,60.9058,61.5186,64.51,62,45,11.1,scattered clouds
578,Satana,IN,2021-08-14 16:56:55,20.5833,74.2,74.08,80,74,9.71,broken clouds
579,Tambo,PE,2021-08-14 16:56:56,-14.8,-73.9167,46.78,41,67,9.71,broken clouds
580,Orlik,RU,2021-08-14 16:56:56,52.5178,99.825,55.92,78,53,0.96,broken clouds
581,Jaisalmer,IN,2021-08-14 16:56:57,26.9147,70.9181,90.43,45,96,25.77,overcast clouds
582,Marstal,DK,2021-08-14 16:56:57,54.8562,10.5173,66.34,73,93,22.77,overcast clouds
583,Bristol,US,2021-08-14 16:56:57,41.8334,-71.1662,91.4,83,52,7.58,broken clouds
584,Cururupu,BR,2021-08-14 16:56:58,-1.8283,-44.8683,82.8,74,36,6.2,scattered clouds
